iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
mys,139,104,clay content (0-30 cms),34,36,0,51,32,40
mys,139,105,clay content (0-30 cms),37,36,0,51,32,40
mys,139,106,clay content (0-30 cms),38,36,0,51,32,40
mys,139,107,clay content (0-30 cms),34,36,0,51,32,40
nic,135,201,clay content (0-30 cms),35,36,30,43,33,40
nic,135,202,clay content (0-30 cms),37,36,30,43,33,40
nic,135,205,clay content (0-30 cms),36,36,30,43,33,40
nic,135,207,clay content (0-30 cms),35,36,30,43,33,40
png,167,101,clay content (0-30 cms),32,36,0,48,31,40
png,167,102,clay content (0-30 cms),36,36,0,48,31,40
png,167,103,clay content (0-30 cms),37,36,0,48,31,40
png,167,105,clay content (0-30 cms),40,36,0,48,31,40
png,167,107,clay content (0-30 cms),40,36,0,48,31,40
png,173,901,clay content (0-30 cms),31,36,0,53,29,40
png,173,902,clay content (0-30 cms),36,36,0,53,29,40
som,170,1,clay content (0-30 cms),33,36,17,46,29,40
som,170,2,clay content (0-30 cms),33,36,17,46,29,40
tur,84,301,clay content (0-30 cms),34,36,25,45,32,40
tur,84,302,clay content (0-30 cms),36,36,25,45,32,40
uga,179,101,clay content (0-30 cms),40,36,31,47,34,40
uga,179,102,clay content (0-30 cms),40,36,31,47,34,40
ven,156,101,clay content (0-30 cms),36,36,0,51,30,40
ven,156,102,clay content (0-30 cms),33,36,0,51,30,40
ven,156,103,clay content (0-30 cms),37,36,0,51,30,40
ven,156,104,clay content (0-30 cms),37,36,0,51,30,40
ven,156,105,clay content (0-30 cms),36,36,0,51,30,40
tls,158,101,veg_c (above ground biomass),5,4,0,112,3,6
tls,158,101,veg_c (below ground biomass),1,1,0,28,1,2
ven,156,106,clay content (0-30 cms),37,36,0,51,30,40
tls,158,102,veg_c (above ground biomass),5,4,0,112,3,6
tls,158,102,veg_c (below ground biomass),1,1,0,28,1,2
ven,156,107,clay content (0-30 cms),37,36,0,51,30,40
vnm,126,701,clay content (0-30 cms),35,36,28,45,32,40
vnm,126,702,clay content (0-30 cms),38,36,28,45,32,40
vnm,126,703,clay content (0-30 cms),40,36,28,45,32,40
vnm,126,705,clay content (0-30 cms),32,36,28,45,32,40
vnm,126,707,clay content (0-30 cms),34,36,28,45,32,40
cmr,162,901,clay content (0-30 cms),38,37,16,53,34,40
cmr,162,902,clay content (0-30 cms),37,37,16,53,34,40
cmr,162,903,clay content (0-30 cms),35,37,16,53,34,40
cmr,162,904,clay content (0-30 cms),37,37,16,53,34,40
cmr,162,905,clay content (0-30 cms),32,37,16,53,34,40
cmr,162,906,clay content (0-30 cms),30,37,16,53,34,40
cmr,162,907,clay content (0-30 cms),32,37,16,53,34,40
hnd,111,101,clay content (0-30 cms),31,37,0,42,33,40
hnd,111,102,clay content (0-30 cms),36,37,0,42,33,40
hnd,111,103,clay content (0-30 cms),35,37,0,42,33,40
hnd,111,104,clay content (0-30 cms),36,37,0,42,33,40
hnd,111,105,clay content (0-30 cms),38,37,0,42,33,40
hnd,111,106,clay content (0-30 cms),36,37,0,42,33,40
hnd,111,107,clay content (0-30 cms),8,37,0,42,33,40
hti,101,1,clay content (0-30 cms),31,37,0,45,0,40
hti,101,2,clay content (0-30 cms),32,37,0,45,0,40
ind,120,901,clay content (0-30 cms),37,37,27,45,32,40
ind,120,902,clay content (0-30 cms),37,37,27,45,32,40
ind,120,905,clay content (0-30 cms),36,37,27,45,32,40
tto,143,101,veg_c (above ground biomass),9,10,0,152,5,13
tto,143,101,veg_c (below ground biomass),2,2,0,37,1,3
ind,120,1201,clay content (0-30 cms),37,37,32,47,34,40
tto,143,102,veg_c (above ground biomass),8,9,0,152,5,13
tto,143,102,veg_c (below ground biomass),2,2,0,37,1,3
ind,120,1202,clay content (0-30 cms),38,37,32,47,34,40
tto,143,103,veg_c (above ground biomass),8,9,0,151,5,13
tto,143,103,veg_c (below ground biomass),2,2,0,38,1,3
ind,120,1205,clay content (0-30 cms),37,37,32,47,34,40
tto,143,104,veg_c (above ground biomass),8,9,0,152,5,13
tto,143,104,veg_c (below ground biomass),2,2,0,38,1,3
ind,120,1207,clay content (0-30 cms),37,37,32,47,34,40
tto,143,105,veg_c (above ground biomass),9,10,0,153,5,13
tto,143,105,veg_c (below ground biomass),2,2,0,37,1,3
ind,122,901,clay content (0-30 cms),37,37,26,47,34,40
tto,143,106,veg_c (above ground biomass),8,9,0,152,5,13
tto,143,106,veg_c (below ground biomass),2,2,0,38,1,3
ind,122,902,clay content (0-30 cms),37,37,26,47,34,40
tto,143,107,veg_c (above ground biomass),9,10,0,153,5,13
tto,143,107,veg_c (below ground biomass),2,2,0,37,1,3
ind,122,903,clay content (0-30 cms),41,37,26,47,34,40
tto,143,1001,veg_c (above ground biomass),7,10,1,153,4,12
tto,143,1001,veg_c (below ground biomass),2,2,0,37,1,3
ind,122,905,clay content (0-30 cms),38,37,26,47,34,40
tto,143,1002,veg_c (above ground biomass),8,10,1,153,4,12
tto,143,1002,veg_c (below ground biomass),2,2,0,37,1,3
ind,122,907,clay content (0-30 cms),36,37,26,47,34,40
tto,143,1003,veg_c (above ground biomass),10,10,1,152,4,12
tto,143,1003,veg_c (below ground biomass),2,2,0,37,1,3
ind,129,1101,clay content (0-30 cms),35,37,28,45,33,40
tto,143,1004,veg_c (above ground biomass),10,10,1,152,4,12
tto,143,1004,veg_c (below ground biomass),2,2,0,37,1,3
ind,129,1102,clay content (0-30 cms),37,37,28,45,33,40
tto,143,1005,veg_c (above ground biomass),10,10,1,154,4,12
tto,143,1005,veg_c (below ground biomass),2,2,0,36,1,3
ind,129,1105,clay content (0-30 cms),34,37,28,45,33,40
tto,143,1006,veg_c (above ground biomass),10,10,1,152,4,12
tto,143,1006,veg_c (below ground biomass),2,2,0,37,1,3
ind,145,1001,clay content (0-30 cms),38,37,29,48,34,40
tto,143,1007,veg_c (above ground biomass),9,10,1,153,4,12
tto,143,1007,veg_c (below ground biomass),2,2,0,37,1,3
ind,145,1002,clay content (0-30 cms),38,37,29,48,34,40
ind,145,1005,clay content (0-30 cms),36,37,29,48,34,40
ind,145,1007,clay content (0-30 cms),35,37,29,48,34,40
tun,80,102,veg_c (above ground biomass),3,3,1,31,3,3
tun,80,102,veg_c (below ground biomass),1,1,0,12,1,1
ind,145,1101,clay content (0-30 cms),38,37,29,49,34,40
tun,80,901,veg_c (above ground biomass),1,1,0,32,0,2
ind,145,1102,clay content (0-30 cms),38,37,29,49,34,40
tun,80,902,veg_c (above ground biomass),1,1,0,30,0,1
ind,145,1105,clay content (0-30 cms),38,37,29,49,34,40
tun,80,903,veg_c (above ground biomass),1,1,0,34,0,2
ind,145,1107,clay content (0-30 cms),38,37,29,49,34,40
tun,80,904,veg_c (above ground biomass),1,1,0,34,0,2
irq,84,502,clay content (0-30 cms),41,37,31,45,31,40
tun,80,906,veg_c (above ground biomass),1,1,0,34,0,2
irq,84,503,clay content (0-30 cms),41,37,31,45,31,40
tun,80,907,veg_c (above ground biomass),1,1,0,34,0,2
irq,84,505,clay content (0-30 cms),41,37,31,45,31,40
irq,84,507,clay content (0-30 cms),41,37,31,45,31,40
lka,154,101,clay content (0-30 cms),37,37,0,51,34,40
lka,154,102,clay content (0-30 cms),38,37,0,51,34,40
lka,154,103,clay content (0-30 cms),37,37,0,51,34,40
lka,154,104,clay content (0-30 cms),37,37,0,51,34,40
lka,154,105,clay content (0-30 cms),37,37,0,51,34,40
lka,154,106,clay content (0-30 cms),38,37,0,51,34,40
lka,154,107,clay content (0-30 cms),37,37,0,51,34,40
mex,105,101,clay content (0-30 cms),37,37,29,45,34,40
mex,105,102,clay content (0-30 cms),37,37,29,45,34,40
mex,105,105,clay content (0-30 cms),35,37,29,45,34,40
mex,105,107,clay content (0-30 cms),35,37,29,45,34,40
mex,105,901,clay content (0-30 cms),37,37,28,45,33,40
mex,105,902,clay content (0-30 cms),37,37,28,45,33,40
mex,105,903,clay content (0-30 cms),37,37,28,45,33,40
tun,80,1203,veg_c (above ground biomass),1,0,0,34,0,1
mex,105,904,clay content (0-30 cms),38,37,28,45,33,40
tun,80,1205,veg_c (above ground biomass),1,0,0,40,0,1
mex,105,905,clay content (0-30 cms),37,37,28,45,33,40
tun,80,1206,veg_c (above ground biomass),1,0,0,35,0,1
mex,105,906,clay content (0-30 cms),36,37,28,45,33,40
tun,80,1207,veg_c (above ground biomass),1,0,0,31,0,1
mex,105,907,clay content (0-30 cms),38,37,28,45,33,40
mex,105,1101,clay content (0-30 cms),38,37,0,51,35,40
mex,105,1102,clay content (0-30 cms),38,37,0,51,35,40
mex,105,1103,clay content (0-30 cms),36,37,0,51,35,40
mex,105,1104,clay content (0-30 cms),36,37,0,51,35,40
mex,105,1105,clay content (0-30 cms),38,37,0,51,35,40
mex,105,1106,clay content (0-30 cms),37,37,0,51,35,40
mex,105,1107,clay content (0-30 cms),39,37,0,51,35,40
mex,130,901,clay content (0-30 cms),38,37,28,44,34,40
tun,144,1101,veg_c (above ground biomass),1,2,0,17,0,3
tun,144,1101,veg_c (below ground biomass),2,3,0,28,0,5
mex,130,902,clay content (0-30 cms),37,37,28,44,34,40
tun,144,1102,veg_c (above ground biomass),2,2,0,15,0,2
tun,144,1102,veg_c (below ground biomass),3,3,0,29,0,5
mex,130,903,clay content (0-30 cms),37,37,28,44,34,40
mex,130,904,clay content (0-30 cms),37,37,28,44,34,40
mex,130,905,clay content (0-30 cms),38,37,28,44,34,40
mex,130,906,clay content (0-30 cms),37,37,28,44,34,40
mex,130,907,clay content (0-30 cms),39,37,28,44,34,40
mex,132,401,clay content (0-30 cms),38,37,32,46,34,40
mex,132,402,clay content (0-30 cms),38,37,32,46,34,40
mex,132,403,clay content (0-30 cms),40,37,32,46,34,40
mex,132,404,clay content (0-30 cms),37,37,32,46,34,40
tur,55,301,veg_c (above ground biomass),2,2,0,68,0,6
tur,55,301,veg_c (below ground biomass),1,1,0,28,0,2
mex,132,405,clay content (0-30 cms),40,37,32,46,34,40
tur,55,302,veg_c (above ground biomass),3,2,0,71,0,6
tur,55,302,veg_c (below ground biomass),1,1,0,25,0,2
mex,132,406,clay content (0-30 cms),41,37,32,46,34,40
tur,55,303,veg_c (below ground biomass),1,2,0,58,0,5
mex,132,407,clay content (0-30 cms),39,37,32,46,34,40
tur,55,305,veg_c (below ground biomass),1,2,0,56,0,5
mex,132,701,clay content (0-30 cms),39,37,31,44,35,40
tur,55,306,veg_c (below ground biomass),1,2,0,58,0,5
mex,132,702,clay content (0-30 cms),37,37,31,44,35,40
tur,55,307,veg_c (above ground biomass),1,2,0,56,0,5
tur,55,307,veg_c (below ground biomass),1,1,0,40,0,3
mex,132,703,clay content (0-30 cms),39,37,31,44,35,40
mex,132,704,clay content (0-30 cms),38,37,31,44,35,40
mex,132,705,clay content (0-30 cms),39,37,31,44,35,40
tur,55,701,veg_c (above ground biomass),5,5,0,68,2,7
tur,55,701,veg_c (below ground biomass),2,2,0,25,1,3
mex,132,706,clay content (0-30 cms),40,37,31,44,35,40
tur,55,702,veg_c (above ground biomass),5,5,0,68,2,7
tur,55,702,veg_c (below ground biomass),2,2,0,25,1,3
mex,132,707,clay content (0-30 cms),39,37,31,44,35,40
mex,132,901,clay content (0-30 cms),35,37,23,46,34,40
mex,132,902,clay content (0-30 cms),38,37,23,46,34,40
mex,132,903,clay content (0-30 cms),36,37,23,46,34,40
mex,132,904,clay content (0-30 cms),38,37,23,46,34,40
tur,55,1001,veg_c (above ground biomass),1,1,1,145,0,0
mex,132,905,clay content (0-30 cms),38,37,23,46,34,40
mex,132,906,clay content (0-30 cms),31,37,23,46,34,40
tur,55,1003,veg_c (above ground biomass),2,0,0,85,0,0
tur,55,1003,veg_c (below ground biomass),1,0,0,34,0,0
mex,132,907,clay content (0-30 cms),37,37,23,46,34,40
tur,55,1005,veg_c (above ground biomass),2,0,0,83,0,0
tur,55,1005,veg_c (below ground biomass),1,0,0,36,0,0
mex,133,101,clay content (0-30 cms),37,37,0,61,34,40
tur,55,1006,veg_c (above ground biomass),2,0,0,84,0,0
tur,55,1006,veg_c (below ground biomass),1,0,0,35,0,0
mex,133,102,clay content (0-30 cms),38,37,0,61,34,40
tur,55,1007,veg_c (above ground biomass),2,0,0,81,0,0
tur,55,1007,veg_c (below ground biomass),1,0,0,38,0,0
mex,133,103,clay content (0-30 cms),36,37,0,61,34,40
tur,55,1101,veg_c (above ground biomass),1,1,0,30,0,7
tur,55,1101,veg_c (below ground biomass),1,1,0,17,0,4
mex,133,104,clay content (0-30 cms),41,37,0,61,34,40
tur,55,1102,veg_c (above ground biomass),2,1,0,22,0,5
tur,55,1102,veg_c (below ground biomass),2,1,0,25,0,6
mex,133,105,clay content (0-30 cms),37,37,0,61,34,40
mex,133,106,clay content (0-30 cms),35,37,0,61,34,40
mex,133,107,clay content (0-30 cms),36,37,0,61,34,40
tur,70,301,veg_c (above ground biomass),1,1,0,144,1,4
mex,133,1001,clay content (0-30 cms),36,37,25,46,34,40
mex,133,1002,clay content (0-30 cms),37,37,25,46,34,40
tur,70,401,veg_c (above ground biomass),3,0,0,87,0,5
tur,70,401,veg_c (below ground biomass),1,0,0,37,0,2
mex,133,1003,clay content (0-30 cms),35,37,25,46,34,40
tur,70,402,veg_c (above ground biomass),2,0,0,84,0,4
tur,70,402,veg_c (below ground biomass),1,0,0,40,0,2
mex,133,1004,clay content (0-30 cms),37,37,25,46,34,40
tur,70,501,veg_c (above ground biomass),4,38,4,1279,5,58
mex,133,1005,clay content (0-30 cms),36,37,25,46,34,40
tur,70,502,veg_c (above ground biomass),3,5,1,182,1,8
mex,133,1006,clay content (0-30 cms),34,37,25,46,34,40
tur,70,503,veg_c (above ground biomass),7,4,0,150,1,7
tur,70,503,veg_c (below ground biomass),2,1,0,43,0,2
mex,133,1007,clay content (0-30 cms),35,37,25,46,34,40
tur,70,506,veg_c (above ground biomass),8,5,0,155,1,7
tur,70,506,veg_c (below ground biomass),2,1,0,39,0,2
mex,136,101,clay content (0-30 cms),37,37,0,47,33,40
tur,70,507,veg_c (above ground biomass),6,4,0,151,1,7
tur,70,507,veg_c (below ground biomass),2,1,0,43,0,2
mex,136,102,clay content (0-30 cms),37,37,0,47,33,40
tur,70,601,veg_c (below ground biomass),1,0,0,26,1,1
mex,136,103,clay content (0-30 cms),38,37,0,47,33,40
tur,70,602,veg_c (below ground biomass),1,0,0,24,1,1
mex,136,104,clay content (0-30 cms),40,37,0,47,33,40
mex,136,105,clay content (0-30 cms),38,37,0,47,33,40
mex,136,106,clay content (0-30 cms),36,37,0,47,33,40
mex,136,107,clay content (0-30 cms),37,37,0,47,33,40
mex,136,701,clay content (0-30 cms),37,37,30,49,34,40
tur,70,901,veg_c (above ground biomass),2,0,0,56,0,1
tur,70,901,veg_c (below ground biomass),1,0,0,31,0,0
mex,136,702,clay content (0-30 cms),38,37,30,49,34,40
tur,70,902,veg_c (below ground biomass),1,0,0,51,0,1
mex,136,703,clay content (0-30 cms),36,37,30,49,34,40
mex,136,705,clay content (0-30 cms),36,37,30,49,34,40
mex,136,706,clay content (0-30 cms),36,37,30,49,34,40
tur,70,1003,veg_c (above ground biomass),2,0,0,120,0,1
tur,70,1003,veg_c (below ground biomass),1,0,0,63,0,0
mex,136,707,clay content (0-30 cms),36,37,30,49,34,40
tur,70,1006,veg_c (above ground biomass),2,0,0,120,0,1
tur,70,1006,veg_c (below ground biomass),1,0,0,63,0,0
mex,231,1001,clay content (0-30 cms),36,37,26,55,35,40
tur,70,1007,veg_c (above ground biomass),2,0,0,120,0,1
tur,70,1007,veg_c (below ground biomass),1,0,0,63,0,0
mex,231,1002,clay content (0-30 cms),38,37,26,55,35,40
mex,231,1003,clay content (0-30 cms),36,37,26,55,35,40
mex,231,1004,clay content (0-30 cms),36,37,26,55,35,40
mex,231,1005,clay content (0-30 cms),36,37,26,55,35,40
mex,231,1006,clay content (0-30 cms),37,37,26,55,35,40
mex,231,1007,clay content (0-30 cms),37,37,26,55,35,40
mmr,127,701,clay content (0-30 cms),35,37,31,44,33,40
mmr,127,702,clay content (0-30 cms),37,37,31,44,33,40
mmr,127,703,clay content (0-30 cms),35,37,31,44,33,40
tur,72,401,veg_c (above ground biomass),2,1,0,74,0,4
tur,72,401,veg_c (below ground biomass),1,0,0,32,0,2
mmr,127,705,clay content (0-30 cms),35,37,31,44,33,40
tur,72,402,veg_c (above ground biomass),2,1,0,72,0,4
tur,72,402,veg_c (below ground biomass),1,0,0,35,0,2
nic,135,101,clay content (0-30 cms),37,37,0,47,34,40
tur,72,501,veg_c (below ground biomass),1,0,0,63,0,1
nic,135,102,clay content (0-30 cms),38,37,0,47,34,40
tur,72,502,veg_c (above ground biomass),1,0,0,46,0,0
tur,72,502,veg_c (below ground biomass),1,0,0,57,0,1
nic,135,103,clay content (0-30 cms),38,37,0,47,34,40
tur,72,601,veg_c (below ground biomass),1,1,1,47,1,1
nic,135,104,clay content (0-30 cms),41,37,0,47,34,40
tur,72,602,veg_c (below ground biomass),1,1,1,49,1,1
nic,135,105,clay content (0-30 cms),39,37,0,47,34,40
tur,72,701,veg_c (below ground biomass),1,1,1,80,1,1
nic,135,106,clay content (0-30 cms),38,37,0,47,34,40
tur,72,702,veg_c (below ground biomass),1,1,1,82,1,1
nic,135,107,clay content (0-30 cms),36,37,0,47,34,40
pan,143,101,clay content (0-30 cms),39,37,29,43,31,40
tur,72,902,veg_c (below ground biomass),1,1,0,8,0,0
pan,143,102,clay content (0-30 cms),36,37,29,43,31,40
pan,143,103,clay content (0-30 cms),33,37,29,43,31,40
tur,72,1002,veg_c (below ground biomass),1,1,0,146,0,1
pan,143,104,clay content (0-30 cms),33,37,29,43,31,40
tur,72,1003,veg_c (below ground biomass),1,1,0,154,0,1
pan,143,105,clay content (0-30 cms),32,37,29,43,31,40
tur,72,1005,veg_c (below ground biomass),1,0,0,131,0,1
pan,143,106,clay content (0-30 cms),32,37,29,43,31,40
tur,72,1006,veg_c (below ground biomass),1,1,0,147,0,1
sdn,87,201,clay content (0-30 cms),35,37,30,42,35,40
tur,72,1007,veg_c (below ground biomass),1,0,0,131,0,1
sdn,87,202,clay content (0-30 cms),36,37,30,42,35,40
sdn,87,205,clay content (0-30 cms),36,37,30,42,35,40
sdn,87,207,clay content (0-30 cms),36,37,30,42,35,40
sdn,179,1101,clay content (0-30 cms),37,37,24,47,33,40
sdn,179,1102,clay content (0-30 cms),37,37,24,47,33,40
sdn,179,1103,clay content (0-30 cms),39,37,24,47,33,40
sdn,179,1105,clay content (0-30 cms),37,37,24,47,33,40
sdn,179,1106,clay content (0-30 cms),39,37,24,47,33,40
sdn,179,1107,clay content (0-30 cms),36,37,24,47,33,40
uga,87,201,clay content (0-30 cms),38,37,32,43,35,40
uga,87,202,clay content (0-30 cms),38,37,32,43,35,40
uga,87,203,clay content (0-30 cms),41,37,32,43,35,40
uga,87,205,clay content (0-30 cms),37,37,32,43,35,40
uga,87,206,clay content (0-30 cms),40,37,32,43,35,40
uga,87,207,clay content (0-30 cms),40,37,32,43,35,40
zaf,198,301,clay content (0-30 cms),38,37,29,42,33,40
zaf,198,302,clay content (0-30 cms),37,37,29,42,33,40
hnd,135,101,clay content (0-30 cms),37,38,0,47,35,40
hnd,135,102,clay content (0-30 cms),38,38,0,47,35,40
hnd,135,103,clay content (0-30 cms),39,38,0,47,35,40
tur,75,505,veg_c (above ground biomass),1,1,0,92,0,4
tur,75,505,veg_c (below ground biomass),1,1,0,64,0,3
hnd,135,104,clay content (0-30 cms),39,38,0,47,35,40
tur,75,507,veg_c (above ground biomass),1,1,0,103,0,4
tur,75,507,veg_c (below ground biomass),1,1,0,53,0,2
hnd,135,105,clay content (0-30 cms),38,38,0,47,35,40
hnd,135,106,clay content (0-30 cms),37,38,0,47,35,40
tur,75,702,veg_c (above ground biomass),1,1,0,12,0,1
hnd,135,107,clay content (0-30 cms),31,38,0,47,35,40
hnd,135,201,clay content (0-30 cms),38,38,29,47,35,40
hnd,135,202,clay content (0-30 cms),38,38,29,47,35,40
tur,75,901,veg_c (above ground biomass),1,0,0,71,0,1
tur,75,901,veg_c (below ground biomass),1,0,0,40,0,0
hnd,135,203,clay content (0-30 cms),37,38,29,47,35,40
tur,75,902,veg_c (above ground biomass),1,0,0,67,0,1
tur,75,902,veg_c (below ground biomass),1,0,0,44,0,0
hnd,135,204,clay content (0-30 cms),37,38,29,47,35,40
hnd,135,205,clay content (0-30 cms),38,38,29,47,35,40
hnd,135,1001,clay content (0-30 cms),37,38,0,47,35,40
hnd,135,1002,clay content (0-30 cms),38,38,0,47,35,40
hnd,135,1003,clay content (0-30 cms),38,38,0,47,35,40
hnd,135,1004,clay content (0-30 cms),36,38,0,47,35,40
hnd,135,1005,clay content (0-30 cms),36,38,0,47,35,40
hnd,135,1006,clay content (0-30 cms),39,38,0,47,35,40
hnd,135,1007,clay content (0-30 cms),37,38,0,47,35,40
hrv,55,901,clay content (0-30 cms),37,38,30,42,35,40
hrv,55,902,clay content (0-30 cms),38,38,30,42,35,40
ind,129,801,clay content (0-30 cms),37,38,31,40,33,40
ind,129,802,clay content (0-30 cms),37,38,31,40,33,40
tur,84,402,veg_c (above ground biomass),2,0,0,68,0,6
tur,84,402,veg_c (below ground biomass),1,0,0,31,0,3
ind,145,101,clay content (0-30 cms),38,38,32,45,35,40
tur,84,501,veg_c (below ground biomass),1,1,0,2,0,1
ind,145,102,clay content (0-30 cms),38,38,32,45,35,40
tur,84,502,veg_c (below ground biomass),1,1,0,2,0,1
lka,154,201,clay content (0-30 cms),41,38,33,47,35,40
tur,84,701,veg_c (below ground biomass),1,1,0,2,0,1
lka,154,202,clay content (0-30 cms),38,38,33,47,35,40
tur,84,702,veg_c (below ground biomass),1,1,0,2,0,1
lka,154,203,clay content (0-30 cms),38,38,33,47,35,40
lka,154,204,clay content (0-30 cms),36,38,33,47,35,40
lka,154,205,clay content (0-30 cms),37,38,33,47,35,40
lka,154,206,clay content (0-30 cms),37,38,33,47,35,40
lka,154,207,clay content (0-30 cms),37,38,33,47,35,40
lka,154,801,clay content (0-30 cms),37,38,36,40,36,40
lka,154,802,clay content (0-30 cms),37,38,36,40,36,40
mex,114,901,clay content (0-30 cms),38,38,36,41,37,40
mex,114,902,clay content (0-30 cms),38,38,36,41,37,40
mex,132,101,clay content (0-30 cms),37,38,32,42,35,40
mex,132,102,clay content (0-30 cms),37,38,32,42,35,40
mex,132,103,clay content (0-30 cms),39,38,32,42,35,40
mex,132,104,clay content (0-30 cms),39,38,32,42,35,40
mex,132,105,clay content (0-30 cms),39,38,32,42,35,40
mex,132,107,clay content (0-30 cms),39,38,32,42,35,40
mex,132,501,clay content (0-30 cms),36,38,32,42,34,40
mex,132,502,clay content (0-30 cms),37,38,32,42,34,40
mex,231,901,clay content (0-30 cms),37,38,33,42,36,40
mex,231,902,clay content (0-30 cms),38,38,33,42,36,40
mex,231,903,clay content (0-30 cms),37,38,33,42,36,40
twn,78,101,veg_c (above ground biomass),3,2,1,42,2,3
twn,78,101,veg_c (below ground biomass),1,1,0,16,1,1
mex,231,905,clay content (0-30 cms),37,38,33,42,36,40
twn,78,102,veg_c (above ground biomass),3,2,1,42,2,3
twn,78,102,veg_c (below ground biomass),1,1,0,16,1,1
mex,231,906,clay content (0-30 cms),37,38,33,42,36,40
twn,78,103,veg_c (above ground biomass),3,2,1,42,2,3
twn,78,103,veg_c (below ground biomass),1,1,0,16,1,1
mex,231,907,clay content (0-30 cms),37,38,33,42,36,40
twn,78,106,veg_c (above ground biomass),3,2,1,42,2,3
twn,78,106,veg_c (below ground biomass),1,1,0,16,1,1
mys,139,701,clay content (0-30 cms),39,38,31,48,32,40
mys,139,702,clay content (0-30 cms),39,38,31,48,32,40
mys,139,703,clay content (0-30 cms),39,38,31,48,32,40
mys,139,704,clay content (0-30 cms),39,38,31,48,32,40
mys,139,705,clay content (0-30 cms),39,38,31,48,32,40
nic,135,1,clay content (0-30 cms),35,38,28,45,33,40
nic,135,2,clay content (0-30 cms),37,38,28,45,33,40
nic,135,3,clay content (0-30 cms),38,38,28,45,33,40
nic,135,5,clay content (0-30 cms),38,38,28,45,33,40
nic,135,7,clay content (0-30 cms),44,38,28,45,33,40
tca,101,1,clay content (0-30 cms),33,38,0,40,31,40
tca,101,2,clay content (0-30 cms),38,38,0,40,31,40
tca,101,5,clay content (0-30 cms),36,38,0,40,31,40
tca,101,7,clay content (0-30 cms),35,38,0,40,31,40
uga,87,1,clay content (0-30 cms),35,38,0,43,37,40
uga,87,2,clay content (0-30 cms),35,38,0,43,37,40
usa,225,701,clay content (0-30 cms),39,38,38,40,38,40
usa,225,702,clay content (0-30 cms),39,38,38,40,38,40
usa,225,705,clay content (0-30 cms),39,38,38,40,38,40
usa,225,707,clay content (0-30 cms),39,38,38,40,38,40
twn,103,401,veg_c (above ground biomass),3,2,1,50,2,4
twn,103,401,veg_c (below ground biomass),1,1,0,17,1,1
alb,55,701,clay content (0-30 cms),38,39,35,41,35,40
twn,103,402,veg_c (above ground biomass),3,2,1,51,2,4
twn,103,402,veg_c (below ground biomass),1,1,0,16,1,1
alb,55,702,clay content (0-30 cms),37,39,35,41,35,40
twn,103,403,veg_c (above ground biomass),3,2,1,51,2,4
twn,103,403,veg_c (below ground biomass),1,1,0,16,1,1
alb,55,705,clay content (0-30 cms),39,39,35,41,35,40
twn,103,405,veg_c (above ground biomass),3,2,1,49,2,4
twn,103,405,veg_c (below ground biomass),1,1,0,17,1,1
bdi,87,102,clay content (0-30 cms),36,39,34,44,38,40
twn,103,406,veg_c (above ground biomass),3,2,1,51,2,4
twn,103,406,veg_c (below ground biomass),1,1,0,16,1,1
ind,128,1101,clay content (0-30 cms),39,39,35,41,35,40
twn,103,407,veg_c (above ground biomass),3,2,1,49,2,4
twn,103,407,veg_c (below ground biomass),1,1,0,18,1,1
ind,128,1102,clay content (0-30 cms),39,39,35,41,35,40
twn,103,701,veg_c (above ground biomass),3,3,1,47,3,4
twn,103,701,veg_c (below ground biomass),1,1,0,15,1,1
ind,128,1105,clay content (0-30 cms),39,39,35,41,35,40
twn,103,702,veg_c (above ground biomass),3,3,1,47,3,4
twn,103,702,veg_c (below ground biomass),1,1,0,15,1,1
mex,114,701,clay content (0-30 cms),39,39,35,42,36,40
twn,103,703,veg_c (above ground biomass),3,3,1,47,3,4
twn,103,703,veg_c (below ground biomass),1,1,0,16,1,1
mex,114,702,clay content (0-30 cms),39,39,35,42,36,40
twn,103,704,veg_c (above ground biomass),3,3,1,46,3,4
twn,103,704,veg_c (below ground biomass),1,1,0,16,1,1
mex,114,705,clay content (0-30 cms),37,39,35,42,36,40
twn,103,705,veg_c (above ground biomass),3,3,1,48,3,4
twn,103,705,veg_c (below ground biomass),1,1,0,15,1,1
mex,136,1201,clay content (0-30 cms),38,39,33,44,36,40
twn,103,706,veg_c (above ground biomass),3,3,1,46,3,4
twn,103,706,veg_c (below ground biomass),1,1,0,16,1,1
mex,136,1202,clay content (0-30 cms),38,39,33,44,36,40
twn,103,707,veg_c (above ground biomass),3,3,1,47,3,4
twn,103,707,veg_c (below ground biomass),1,1,0,15,1,1
mex,136,1205,clay content (0-30 cms),37,39,33,44,36,40
mex,136,1207,clay content (0-30 cms),37,39,33,44,36,40
pan,143,801,clay content (0-30 cms),38,39,35,42,38,40
pan,143,802,clay content (0-30 cms),39,39,35,42,38,40
pan,143,805,clay content (0-30 cms),37,39,35,42,38,40
blz,111,1,clay content (0-30 cms),36,40,34,40,34,40
blz,111,2,clay content (0-30 cms),37,40,34,40,34,40
blz,111,3,clay content (0-30 cms),36,40,34,40,34,40
blz,111,5,clay content (0-30 cms),39,40,34,40,34,40
blz,111,6,clay content (0-30 cms),36,40,34,40,34,40
