iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
mmr,116,1003,veg_c (above ground biomass),6,0,0,91,1,7
mmr,116,1003,veg_c (below ground biomass),2,0,0,27,0,2
dji,100,1101,clay content (0-30 cms),31,30,21,35,28,33
mmr,116,1004,veg_c (above ground biomass),7,0,0,91,1,7
mmr,116,1004,veg_c (below ground biomass),2,0,0,26,0,2
dji,100,1102,clay content (0-30 cms),30,30,21,35,28,33
mmr,116,1005,veg_c (above ground biomass),7,0,0,92,1,7
mmr,116,1005,veg_c (below ground biomass),2,0,0,25,0,2
ecu,157,1101,clay content (0-30 cms),29,30,0,39,27,33
mmr,116,1006,veg_c (above ground biomass),6,0,0,91,1,7
mmr,116,1006,veg_c (below ground biomass),2,0,0,27,0,2
ecu,157,1102,clay content (0-30 cms),31,30,0,39,27,33
mmr,116,1007,veg_c (above ground biomass),7,0,0,92,1,7
mmr,116,1007,veg_c (below ground biomass),2,0,0,25,0,2
ecu,157,1105,clay content (0-30 cms),38,30,0,39,27,33
mmr,125,101,veg_c (above ground biomass),5,6,0,107,5,7
mmr,125,101,veg_c (below ground biomass),2,2,0,29,1,2
ecu,157,1107,clay content (0-30 cms),38,30,0,39,27,33
ecu,180,1201,clay content (0-30 cms),28,30,20,39,26,33
mmr,125,103,veg_c (above ground biomass),6,6,0,108,5,7
mmr,125,103,veg_c (below ground biomass),2,2,0,29,1,2
ecu,180,1202,clay content (0-30 cms),31,30,20,39,26,33
mmr,125,104,veg_c (above ground biomass),6,6,0,108,5,7
mmr,125,104,veg_c (below ground biomass),2,2,0,29,1,2
ecu,180,1203,clay content (0-30 cms),32,30,20,39,26,33
mmr,125,105,veg_c (above ground biomass),4,6,0,108,5,7
mmr,125,105,veg_c (below ground biomass),1,2,0,28,1,2
ecu,180,1205,clay content (0-30 cms),31,30,20,39,26,33
mmr,125,106,veg_c (above ground biomass),6,6,0,108,5,7
mmr,125,106,veg_c (below ground biomass),2,2,0,29,1,2
esp,60,301,clay content (0-30 cms),31,30,23,36,27,33
mmr,125,107,veg_c (above ground biomass),4,6,0,109,5,7
mmr,125,107,veg_c (below ground biomass),1,1,0,28,1,2
esp,60,302,clay content (0-30 cms),28,30,23,36,27,33
mmr,125,201,veg_c (above ground biomass),4,4,0,85,2,6
mmr,125,201,veg_c (below ground biomass),1,1,0,28,1,2
esp,60,305,clay content (0-30 cms),31,30,23,36,27,33
mmr,125,202,veg_c (above ground biomass),4,4,0,85,2,6
mmr,125,202,veg_c (below ground biomass),1,1,0,28,1,2
esp,60,307,clay content (0-30 cms),31,30,23,36,27,33
mmr,125,203,veg_c (above ground biomass),4,4,0,82,2,5
mmr,125,203,veg_c (below ground biomass),2,2,0,30,1,2
esp,63,1001,clay content (0-30 cms),30,30,0,38,26,33
mmr,125,205,veg_c (above ground biomass),5,4,0,86,2,6
mmr,125,205,veg_c (below ground biomass),1,1,0,26,1,2
esp,63,1002,clay content (0-30 cms),25,30,0,38,26,33
mmr,125,206,veg_c (above ground biomass),4,4,0,81,2,5
mmr,125,206,veg_c (below ground biomass),2,2,0,31,1,2
esp,63,1003,clay content (0-30 cms),20,30,0,38,26,33
mmr,125,207,veg_c (above ground biomass),4,4,0,85,2,6
mmr,125,207,veg_c (below ground biomass),1,1,0,28,1,2
esp,63,1005,clay content (0-30 cms),23,30,0,38,26,33
mmr,125,701,veg_c (above ground biomass),5,5,1,73,3,6
mmr,125,701,veg_c (below ground biomass),2,2,0,21,1,2
esp,63,1006,clay content (0-30 cms),30,30,0,38,26,33
mmr,125,702,veg_c (above ground biomass),4,5,1,71,3,6
mmr,125,702,veg_c (below ground biomass),1,2,0,23,1,2
esp,63,1007,clay content (0-30 cms),27,30,0,38,26,33
mmr,125,705,veg_c (above ground biomass),2,4,1,58,3,5
mmr,125,705,veg_c (below ground biomass),1,3,1,35,2,3
esp,86,1401,clay content (0-30 cms),29,30,0,35,27,33
mmr,125,901,veg_c (above ground biomass),1,1,0,75,0,2
mmr,125,901,veg_c (below ground biomass),1,1,0,35,0,1
esp,86,1402,clay content (0-30 cms),30,30,0,35,27,33
mmr,125,902,veg_c (above ground biomass),2,1,0,79,0,2
mmr,125,902,veg_c (below ground biomass),1,0,0,31,0,1
esp,86,1403,clay content (0-30 cms),29,30,0,35,27,33
mmr,125,905,veg_c (above ground biomass),1,1,0,75,0,2
mmr,125,905,veg_c (below ground biomass),1,1,0,35,0,1
esp,86,1404,clay content (0-30 cms),31,30,0,35,27,33
mmr,125,907,veg_c (above ground biomass),1,1,0,88,0,3
esp,86,1405,clay content (0-30 cms),26,30,0,35,27,33
mmr,125,1002,veg_c (above ground biomass),6,6,2,64,5,6
mmr,125,1002,veg_c (below ground biomass),2,2,1,18,1,2
esp,86,1406,clay content (0-30 cms),30,30,0,35,27,33
mmr,127,101,veg_c (above ground biomass),3,10,1,166,7,11
esp,86,1407,clay content (0-30 cms),28,30,0,35,27,33
fra,61,1001,clay content (0-30 cms),27,30,9,37,25,33
mmr,127,103,veg_c (above ground biomass),5,6,0,105,4,7
mmr,127,103,veg_c (below ground biomass),1,2,0,28,1,2
fra,61,1002,clay content (0-30 cms),30,30,9,37,25,33
mmr,127,104,veg_c (above ground biomass),4,6,0,105,4,7
mmr,127,104,veg_c (below ground biomass),1,2,0,28,1,2
fra,61,1003,clay content (0-30 cms),18,30,9,37,25,33
mmr,127,105,veg_c (above ground biomass),4,6,0,103,4,7
mmr,127,105,veg_c (below ground biomass),1,2,0,30,1,2
fra,61,1004,clay content (0-30 cms),32,30,9,37,25,33
mmr,127,106,veg_c (above ground biomass),5,6,0,106,4,7
mmr,127,106,veg_c (below ground biomass),1,2,0,27,1,2
fra,61,1005,clay content (0-30 cms),25,30,9,37,25,33
mmr,127,107,veg_c (above ground biomass),4,6,0,100,4,7
mmr,127,107,veg_c (below ground biomass),1,2,0,33,1,2
fra,61,1006,clay content (0-30 cms),15,30,9,37,25,33
mmr,127,201,veg_c (above ground biomass),3,8,1,152,4,9
fra,61,1007,clay content (0-30 cms),21,30,9,37,25,33
ind,110,301,clay content (0-30 cms),21,30,13,38,26,33
mmr,127,203,veg_c (above ground biomass),5,5,0,101,3,6
mmr,127,203,veg_c (below ground biomass),1,1,0,28,1,2
ind,110,302,clay content (0-30 cms),30,30,13,38,26,33
mmr,127,204,veg_c (above ground biomass),4,5,0,102,3,6
mmr,127,204,veg_c (below ground biomass),1,1,0,28,1,2
ind,110,303,clay content (0-30 cms),29,30,13,38,26,33
mmr,127,205,veg_c (above ground biomass),4,5,0,101,3,6
mmr,127,205,veg_c (below ground biomass),1,1,0,29,1,2
ind,110,305,clay content (0-30 cms),28,30,13,38,26,33
mmr,127,206,veg_c (above ground biomass),4,5,0,99,3,6
mmr,127,206,veg_c (below ground biomass),1,2,0,31,1,2
ind,110,306,clay content (0-30 cms),19,30,13,38,26,33
mmr,127,207,veg_c (above ground biomass),3,5,0,96,3,6
mmr,127,207,veg_c (below ground biomass),1,2,0,34,1,2
ind,110,307,clay content (0-30 cms),19,30,13,38,26,33
mmr,127,701,veg_c (above ground biomass),6,5,1,94,0,7
mmr,127,701,veg_c (below ground biomass),2,1,0,26,0,2
ind,137,201,clay content (0-30 cms),30,30,19,40,27,33
mmr,127,702,veg_c (above ground biomass),4,5,1,92,0,7
mmr,127,702,veg_c (below ground biomass),1,2,0,28,0,2
ind,137,202,clay content (0-30 cms),30,30,19,40,27,33
mmr,127,703,veg_c (above ground biomass),7,6,1,96,0,7
mmr,127,703,veg_c (below ground biomass),2,1,0,24,0,2
ind,137,203,clay content (0-30 cms),32,30,19,40,27,33
mmr,127,705,veg_c (above ground biomass),7,6,1,96,0,7
mmr,127,705,veg_c (below ground biomass),2,1,0,24,0,2
ind,137,205,clay content (0-30 cms),26,30,19,40,27,33
mmr,127,901,veg_c (above ground biomass),2,1,0,64,0,3
mmr,127,901,veg_c (below ground biomass),1,0,0,27,0,1
ind,137,206,clay content (0-30 cms),32,30,19,40,27,33
mmr,127,902,veg_c (above ground biomass),1,1,0,62,0,3
mmr,127,902,veg_c (below ground biomass),1,0,0,30,0,1
ind,137,207,clay content (0-30 cms),25,30,19,40,27,33
mmr,127,903,veg_c (above ground biomass),2,1,0,69,0,3
mmr,127,903,veg_c (below ground biomass),1,0,0,23,0,1
ind,137,1001,clay content (0-30 cms),30,30,21,38,27,33
mmr,127,905,veg_c (above ground biomass),1,1,0,54,0,2
mmr,127,905,veg_c (below ground biomass),1,1,0,37,0,2
ind,137,1002,clay content (0-30 cms),30,30,21,38,27,33
mmr,127,907,veg_c (above ground biomass),1,1,0,55,0,3
mmr,127,907,veg_c (below ground biomass),1,1,0,36,0,2
ind,137,1005,clay content (0-30 cms),30,30,21,38,27,33
mmr,127,1001,veg_c (above ground biomass),3,3,0,86,1,6
mmr,127,1001,veg_c (below ground biomass),1,1,0,28,0,2
ind,137,1007,clay content (0-30 cms),30,30,21,38,27,33
mmr,127,1002,veg_c (above ground biomass),3,3,0,85,1,6
mmr,127,1002,veg_c (below ground biomass),1,1,0,30,0,2
irn,72,901,clay content (0-30 cms),30,30,23,38,27,33
mmr,127,1003,veg_c (above ground biomass),4,3,0,89,1,6
mmr,127,1003,veg_c (below ground biomass),1,1,0,25,0,2
irn,72,902,clay content (0-30 cms),32,30,23,38,27,33
mmr,127,1004,veg_c (above ground biomass),5,3,0,89,1,6
mmr,127,1004,veg_c (below ground biomass),1,1,0,26,0,2
irn,72,903,clay content (0-30 cms),28,30,23,38,27,33
mmr,127,1005,veg_c (above ground biomass),1,2,0,79,1,5
irn,72,905,clay content (0-30 cms),28,30,23,38,27,33
irn,72,906,clay content (0-30 cms),28,30,23,38,27,33
irn,72,907,clay content (0-30 cms),29,30,23,38,27,33
irn,72,1001,clay content (0-30 cms),32,30,0,46,26,33
irn,72,1002,clay content (0-30 cms),31,30,0,46,26,33
irn,72,1003,clay content (0-30 cms),32,30,0,46,26,33
irn,72,1005,clay content (0-30 cms),29,30,0,46,26,33
irn,72,1006,clay content (0-30 cms),28,30,0,46,26,33
irn,72,1007,clay content (0-30 cms),31,30,0,46,26,33
ken,170,1401,clay content (0-30 cms),30,30,19,41,27,33
ken,170,1402,clay content (0-30 cms),31,30,19,41,27,33
ken,170,1403,clay content (0-30 cms),32,30,19,41,27,33
ken,170,1405,clay content (0-30 cms),32,30,19,41,27,33
lao,125,1001,clay content (0-30 cms),30,30,19,41,25,33
lao,125,1002,clay content (0-30 cms),30,30,19,41,25,33
mmr,137,203,veg_c (above ground biomass),6,5,0,146,0,8
mmr,137,203,veg_c (below ground biomass),2,1,0,41,0,2
lao,125,1003,clay content (0-30 cms),29,30,19,41,25,33
mmr,137,204,veg_c (above ground biomass),4,5,0,139,0,8
mmr,137,204,veg_c (below ground biomass),1,2,0,48,0,3
lao,125,1004,clay content (0-30 cms),27,30,19,41,25,33
lao,125,1005,clay content (0-30 cms),31,30,19,41,25,33
mmr,137,206,veg_c (above ground biomass),5,5,0,143,0,8
mmr,137,206,veg_c (below ground biomass),1,2,0,44,0,2
lao,125,1006,clay content (0-30 cms),27,30,19,41,25,33
mmr,137,207,veg_c (above ground biomass),7,5,0,152,0,8
mmr,137,207,veg_c (below ground biomass),2,1,0,35,0,2
lao,125,1007,clay content (0-30 cms),32,30,19,41,25,33
mmr,137,301,veg_c (above ground biomass),4,4,1,72,2,6
mmr,137,301,veg_c (below ground biomass),2,2,0,28,1,3
lbr,142,201,clay content (0-30 cms),32,30,28,34,28,33
mmr,137,302,veg_c (above ground biomass),4,4,1,72,2,6
mmr,137,302,veg_c (below ground biomass),2,2,0,28,1,3
lbr,142,202,clay content (0-30 cms),31,30,28,34,28,33
mmr,137,305,veg_c (above ground biomass),4,4,1,72,2,6
mmr,137,305,veg_c (below ground biomass),2,2,0,28,1,3
lbr,142,1101,clay content (0-30 cms),30,30,23,45,28,33
mmr,137,307,veg_c (above ground biomass),4,4,1,72,2,6
mmr,137,307,veg_c (below ground biomass),2,2,0,28,1,3
lbr,142,1102,clay content (0-30 cms),31,30,23,45,28,33
mmr,137,603,veg_c (above ground biomass),8,8,0,113,6,10
mmr,137,603,veg_c (below ground biomass),2,2,0,32,2,3
lbr,142,1103,clay content (0-30 cms),30,30,23,45,28,33
mmr,137,606,veg_c (above ground biomass),8,8,0,113,6,10
mmr,137,606,veg_c (below ground biomass),2,2,0,32,2,3
lbr,142,1105,clay content (0-30 cms),30,30,23,45,28,33
mmr,137,701,veg_c (above ground biomass),7,8,0,117,2,9
mmr,137,701,veg_c (below ground biomass),2,2,0,31,0,2
lso,194,1001,clay content (0-30 cms),30,30,24,40,28,33
mmr,137,702,veg_c (above ground biomass),6,8,0,117,2,9
mmr,137,702,veg_c (below ground biomass),2,2,0,30,0,2
lso,194,1002,clay content (0-30 cms),31,30,24,40,28,33
mmr,137,705,veg_c (above ground biomass),6,8,0,118,2,9
mmr,137,705,veg_c (below ground biomass),2,2,0,30,0,2
mar,80,1101,clay content (0-30 cms),30,30,0,40,27,33
mmr,137,707,veg_c (above ground biomass),5,8,0,118,2,9
mmr,137,707,veg_c (below ground biomass),1,2,0,30,0,2
mar,80,1102,clay content (0-30 cms),31,30,0,40,27,33
mar,80,1103,clay content (0-30 cms),30,30,0,40,27,33
mar,80,1104,clay content (0-30 cms),31,30,0,40,27,33
mar,80,1105,clay content (0-30 cms),30,30,0,40,27,33
mar,80,1106,clay content (0-30 cms),31,30,0,40,27,33
mar,80,1107,clay content (0-30 cms),31,30,0,40,27,33
per,180,1101,clay content (0-30 cms),23,30,9,39,27,33
per,180,1102,clay content (0-30 cms),31,30,9,39,27,33
per,180,1103,clay content (0-30 cms),30,30,9,39,27,33
per,180,1105,clay content (0-30 cms),30,30,9,39,27,33
mmr,137,1003,veg_c (above ground biomass),5,1,1,137,0,5
mmr,137,1003,veg_c (below ground biomass),1,0,0,41,0,2
per,180,1106,clay content (0-30 cms),29,30,9,39,27,33
mmr,137,1004,veg_c (above ground biomass),4,1,1,133,0,5
mmr,137,1004,veg_c (below ground biomass),1,0,0,45,0,2
per,180,1107,clay content (0-30 cms),29,30,9,39,27,33
prt,81,401,clay content (0-30 cms),31,30,26,34,30,33
mmr,137,1006,veg_c (above ground biomass),4,1,1,135,0,5
mmr,137,1006,veg_c (below ground biomass),1,0,0,43,0,2
prt,81,402,clay content (0-30 cms),31,30,26,34,30,33
mmr,137,1007,veg_c (above ground biomass),4,1,1,154,0,6
mmr,137,1007,veg_c (below ground biomass),1,0,0,24,0,1
prt,81,1001,clay content (0-30 cms),29,30,24,37,28,33
mmr,137,1101,veg_c (above ground biomass),6,7,0,90,1,10
mmr,137,1101,veg_c (below ground biomass),1,2,0,21,0,2
prt,81,1002,clay content (0-30 cms),30,30,24,37,28,33
prt,81,1003,clay content (0-30 cms),30,30,24,37,28,33
mmr,137,1103,veg_c (above ground biomass),7,7,0,85,1,10
mmr,137,1103,veg_c (below ground biomass),2,2,0,26,0,3
prt,81,1004,clay content (0-30 cms),30,30,24,37,28,33
mmr,137,1104,veg_c (above ground biomass),7,7,0,86,1,10
mmr,137,1104,veg_c (below ground biomass),2,2,0,25,0,3
prt,81,1005,clay content (0-30 cms),30,30,24,37,28,33
mmr,137,1105,veg_c (above ground biomass),1,6,0,75,1,9
mmr,137,1105,veg_c (below ground biomass),1,3,0,35,0,4
prt,81,1007,clay content (0-30 cms),29,30,24,37,28,33
mmr,137,1106,veg_c (above ground biomass),7,7,0,85,1,10
mmr,137,1106,veg_c (below ground biomass),2,2,0,26,0,3
rom,55,1,clay content (0-30 cms),29,30,23,34,26,33
mmr,137,1107,veg_c (above ground biomass),2,7,0,85,1,10
mmr,137,1107,veg_c (below ground biomass),1,2,0,26,0,3
rom,55,2,clay content (0-30 cms),31,30,23,34,26,33
mmr,137,1201,veg_c (above ground biomass),2,2,1,110,1,6
mmr,137,1201,veg_c (below ground biomass),1,1,0,52,1,3
rom,55,3,clay content (0-30 cms),33,30,23,34,26,33
mmr,137,1202,veg_c (above ground biomass),6,3,1,125,1,6
mmr,137,1202,veg_c (below ground biomass),2,1,0,36,0,2
rom,55,5,clay content (0-30 cms),29,30,23,34,26,33
mmr,137,1203,veg_c (above ground biomass),3,2,1,112,1,6
mmr,137,1203,veg_c (below ground biomass),1,1,0,50,1,3
rus,47,1,clay content (0-30 cms),34,30,0,43,29,33
mmr,137,1204,veg_c (above ground biomass),3,2,1,113,1,6
mmr,137,1204,veg_c (below ground biomass),1,1,0,48,1,2
rus,47,2,clay content (0-30 cms),30,30,0,43,29,33
mmr,137,1205,veg_c (above ground biomass),7,3,1,129,1,7
mmr,137,1205,veg_c (below ground biomass),2,1,0,32,0,2
rus,47,3,clay content (0-30 cms),29,30,0,43,29,33
mmr,137,1206,veg_c (above ground biomass),3,2,1,112,1,6
mmr,137,1206,veg_c (below ground biomass),1,1,0,50,1,3
rus,47,4,clay content (0-30 cms),29,30,0,43,29,33
mmr,137,1207,veg_c (above ground biomass),5,3,1,130,1,7
mmr,137,1207,veg_c (below ground biomass),1,1,0,32,0,2
rus,47,5,clay content (0-30 cms),30,30,0,43,29,33
mmr,137,1301,veg_c (above ground biomass),1,1,0,84,0,4
mmr,137,1301,veg_c (below ground biomass),1,1,0,45,0,2
rus,47,7,clay content (0-30 cms),32,30,0,43,29,33
mmr,137,1302,veg_c (above ground biomass),1,1,0,80,0,3
mmr,137,1302,veg_c (below ground biomass),1,1,0,48,0,2
sdn,100,1101,clay content (0-30 cms),31,30,20,36,27,33
mmr,137,1303,veg_c (above ground biomass),2,1,0,86,0,4
mmr,137,1303,veg_c (below ground biomass),1,1,0,42,0,2
sdn,100,1102,clay content (0-30 cms),31,30,20,36,27,33
mmr,137,1304,veg_c (above ground biomass),2,1,0,80,0,3
mmr,137,1304,veg_c (below ground biomass),1,1,0,49,0,2
tur,75,401,clay content (0-30 cms),30,30,26,41,27,33
mmr,137,1305,veg_c (above ground biomass),2,1,0,96,1,4
mmr,137,1305,veg_c (below ground biomass),1,0,0,32,0,1
tur,75,402,clay content (0-30 cms),31,30,26,41,27,33
mmr,137,1306,veg_c (above ground biomass),2,1,0,87,0,4
mmr,137,1306,veg_c (below ground biomass),1,1,0,42,0,2
ukr,53,1001,clay content (0-30 cms),27,30,9,40,25,33
mmr,137,1307,veg_c (above ground biomass),3,1,0,96,1,4
mmr,137,1307,veg_c (below ground biomass),1,0,0,33,0,1
ukr,53,1002,clay content (0-30 cms),28,30,9,40,25,33
ukr,53,1003,clay content (0-30 cms),22,30,9,40,25,33
ukr,53,1004,clay content (0-30 cms),22,30,9,40,25,33
mmr,138,101,veg_c (above ground biomass),2,4,0,93,1,6
mmr,138,101,veg_c (below ground biomass),1,1,0,29,0,2
ukr,53,1005,clay content (0-30 cms),25,30,9,40,25,33
mmr,138,102,veg_c (above ground biomass),4,4,0,96,1,6
mmr,138,102,veg_c (below ground biomass),1,1,0,26,0,2
ukr,53,1006,clay content (0-30 cms),22,30,9,40,25,33
mmr,138,105,veg_c (above ground biomass),5,4,0,96,2,6
mmr,138,105,veg_c (below ground biomass),1,1,0,26,0,2
ukr,53,1007,clay content (0-30 cms),26,30,9,40,25,33
ukr,54,1001,clay content (0-30 cms),24,30,10,39,23,33
ukr,54,1002,clay content (0-30 cms),25,30,10,39,23,33
ukr,54,1003,clay content (0-30 cms),16,30,10,39,23,33
mmr,138,205,veg_c (above ground biomass),5,4,0,79,2,6
mmr,138,205,veg_c (below ground biomass),1,1,0,22,0,2
ukr,54,1004,clay content (0-30 cms),16,30,10,39,23,33
mmr,138,207,veg_c (above ground biomass),1,4,0,73,2,5
ukr,54,1005,clay content (0-30 cms),21,30,10,39,23,33
mmr,138,701,veg_c (above ground biomass),3,4,1,67,2,6
mmr,138,701,veg_c (below ground biomass),1,1,0,20,1,2
ukr,54,1006,clay content (0-30 cms),16,30,10,39,23,33
mmr,138,702,veg_c (above ground biomass),4,4,1,67,2,6
mmr,138,702,veg_c (below ground biomass),1,1,0,20,1,2
ukr,54,1007,clay content (0-30 cms),15,30,10,39,23,33
mmr,138,901,veg_c (above ground biomass),1,0,0,58,0,1
usa,223,901,clay content (0-30 cms),30,30,25,36,27,33
mmr,138,902,veg_c (above ground biomass),2,0,0,63,0,1
mmr,138,902,veg_c (below ground biomass),1,0,0,27,0,0
usa,223,902,clay content (0-30 cms),30,30,25,36,27,33
usa,223,905,clay content (0-30 cms),30,30,25,36,27,33
usa,223,907,clay content (0-30 cms),32,30,25,36,27,33
mmr,138,1005,veg_c (above ground biomass),4,1,0,94,0,4
mmr,138,1005,veg_c (below ground biomass),1,0,0,26,0,1
chn,124,801,clay content (0-30 cms),32,31,28,34,29,33
mmr,138,1007,veg_c (above ground biomass),1,1,0,84,0,4
chn,124,802,clay content (0-30 cms),32,31,28,34,29,33
eri,179,1101,clay content (0-30 cms),31,31,27,36,28,33
eri,179,1102,clay content (0-30 cms),31,31,27,36,28,33
esp,60,401,clay content (0-30 cms),30,31,0,36,28,33
esp,60,402,clay content (0-30 cms),31,31,0,36,28,33
esp,60,403,clay content (0-30 cms),30,31,0,36,28,33
esp,60,404,clay content (0-30 cms),30,31,0,36,28,33
esp,60,405,clay content (0-30 cms),27,31,0,36,28,33
esp,60,406,clay content (0-30 cms),30,31,0,36,28,33
esp,60,407,clay content (0-30 cms),30,31,0,36,28,33
esp,63,1101,clay content (0-30 cms),32,31,0,38,28,33
esp,63,1102,clay content (0-30 cms),32,31,0,38,28,33
esp,63,1103,clay content (0-30 cms),21,31,0,38,28,33
mmr,139,101,veg_c (above ground biomass),5,6,0,111,4,7
mmr,139,101,veg_c (below ground biomass),1,2,0,28,1,2
esp,63,1105,clay content (0-30 cms),30,31,0,38,28,33
mmr,139,102,veg_c (above ground biomass),5,6,0,111,4,7
mmr,139,102,veg_c (below ground biomass),1,2,0,28,1,2
esp,63,1107,clay content (0-30 cms),31,31,0,38,28,33
mmr,139,103,veg_c (above ground biomass),6,6,0,112,4,7
mmr,139,103,veg_c (below ground biomass),2,2,0,27,1,2
esp,81,201,clay content (0-30 cms),30,31,24,37,29,33
mmr,139,104,veg_c (above ground biomass),6,6,0,112,4,7
mmr,139,104,veg_c (below ground biomass),2,2,0,27,1,2
esp,81,202,clay content (0-30 cms),31,31,24,37,29,33
mmr,139,105,veg_c (above ground biomass),6,6,0,111,4,7
mmr,139,105,veg_c (below ground biomass),1,2,0,28,1,2
esp,83,1201,clay content (0-30 cms),32,31,25,38,27,33
mmr,139,106,veg_c (above ground biomass),6,6,0,112,4,7
mmr,139,106,veg_c (below ground biomass),1,2,0,27,1,2
esp,83,1202,clay content (0-30 cms),31,31,25,38,27,33
mmr,139,107,veg_c (above ground biomass),6,6,0,111,4,7
mmr,139,107,veg_c (below ground biomass),1,2,0,28,1,2
esp,83,1203,clay content (0-30 cms),36,31,25,38,27,33
mmr,139,201,veg_c (above ground biomass),2,3,0,92,1,6
mmr,139,201,veg_c (below ground biomass),1,1,0,27,0,2
esp,83,1205,clay content (0-30 cms),36,31,25,38,27,33
mmr,139,202,veg_c (above ground biomass),4,3,0,93,1,6
mmr,139,202,veg_c (below ground biomass),1,1,0,25,0,2
esp,83,1206,clay content (0-30 cms),36,31,25,38,27,33
mmr,139,203,veg_c (above ground biomass),5,4,0,95,1,6
mmr,139,203,veg_c (below ground biomass),1,1,0,24,0,1
esp,83,1207,clay content (0-30 cms),36,31,25,38,27,33
mmr,139,204,veg_c (above ground biomass),4,4,0,95,1,6
mmr,139,204,veg_c (below ground biomass),1,1,0,24,0,1
grc,55,801,clay content (0-30 cms),30,31,0,39,28,33
mmr,139,205,veg_c (above ground biomass),3,3,0,94,1,6
mmr,139,205,veg_c (below ground biomass),1,1,0,25,0,1
grc,55,802,clay content (0-30 cms),30,31,0,39,28,33
mmr,139,206,veg_c (above ground biomass),2,3,0,92,1,6
mmr,139,206,veg_c (below ground biomass),1,1,0,27,0,2
grc,55,803,clay content (0-30 cms),34,31,0,39,28,33
mmr,139,207,veg_c (above ground biomass),4,3,0,94,1,6
mmr,139,207,veg_c (below ground biomass),1,1,0,25,0,1
grc,55,805,clay content (0-30 cms),31,31,0,39,28,33
grc,55,806,clay content (0-30 cms),34,31,0,39,28,33
grc,55,807,clay content (0-30 cms),30,31,0,39,28,33
mmr,139,1003,veg_c (above ground biomass),6,4,0,101,1,7
mmr,139,1003,veg_c (below ground biomass),1,1,0,25,0,2
